name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Commercial on Lakeside Boulevard,commercial,"Dallas County, Texas",Lakeside Boulevard,32.98210279267295,-96.71104801,26264.09304392421,17071.66,1585.957214,509409.0,509.41,1395.6,38.7,4545,43128,11,41,0.0709
Commercial on West Campbell Road,commercial,"Dallas County, Texas",West Campbell Road,32.976807585791136,-96.74134433,47775.61433,31054.15,2884.930535,926640.0,926.64,2538.7,70.5,4654,49105,4,39,0.0751
Retail on West Campbell Road,retail,"Dallas County, Texas",West Campbell Road,32.97705528878101,-96.73960973,22580.90052758748,14677.59,1363.548111,437972.0,437.97,1199.9,33.3,4639,48683,2,40,0.0719
Office on Galatyn Parkway,office,"Dallas County, Texas",Galatyn Parkway,32.98447313695134,-96.70736939,42899.83224184994,27884.89,2590.506281,832071.0,832.07,2279.6,63.3,4904,42990,10,42,0.0782
Office on East Lookout Drive,office,"Dallas County, Texas",East Lookout Drive,32.98568757120638,-96.7072015,43583.09571808743,28329.01,2631.7650289999997,845323.0,845.32,2316.0,64.3,5349,43037,12,44,0.085
Office on North Glenville Drive,office,"Dallas County, Texas",North Glenville Drive,32.985444941040235,-96.70618824,30041.18247495796,19526.77,1814.0369329999999,582669.0,582.67,1596.4,44.3,5226,43012,12,44,0.0815
Office on North Glenville Drive,office,"Dallas County, Texas",North Glenville Drive,32.98437061477851,-96.70649671,30934.11380618208,20107.17,1867.9560929999998,599987.0,599.99,1643.8,45.6,4836,42972,10,42,0.0758
Commercial on East Belt Line Road,commercial,"Dallas County, Texas",East Belt Line Road,32.94699101810136,-96.71202194,34655.96544096171,22526.38,2092.700702,672175.0,672.18,1841.6,51.1,4157,57687,1,21,0.0661
Retail on Richardson Square Mall,retail,"Dallas County, Texas",Richardson Square Mall,32.93904960449029,-96.69581868,23934.73722828955,15557.58,1445.299182,464230.0,464.23,1271.9,35.3,5256,54531,0,11,0.0812
Retail on South Plano Road,retail,"Dallas County, Texas",South Plano Road,32.94100283306557,-96.69694056,42371.56335,27541.52,2558.607208,821825.0,821.82,2251.6,62.5,4935,54553,0,11,0.0786
Target,retail,"Dallas County, Texas",South Plano Road,32.93998214,-96.69671952,178845.94182532508,116249.86,10799.611993999999,3468835.0,3468.84,9503.7,263.7,5069,54619,0,11,0.097
Commercial on East Campbell Road,commercial,"Dallas County, Texas",East Campbell Road,32.974816208953406,-96.71512122,26209.06614681121,17035.89,1582.634181,508342.0,508.34,1392.7,38.7,3888,44081,11,35,0.0611
Office on Lawnview Drive,office,"Dallas County, Texas",Lawnview Drive,32.97875446284984,-96.70989178,21028.830084564,13668.74,1269.825946,407868.0,407.87,1117.4,31.0,4041,43217,11,38,0.0628
Office on Lakeside Boulevard,office,"Dallas County, Texas",Lakeside Boulevard,32.97961427755858,-96.70979353,37039.93684307397,24075.96,2236.656684,718414.0,718.41,1968.3,54.6,4137,43149,11,38,0.0661
Industrial on North Houston School Road,industrial,"Dallas County, Texas",North Houston School Road,32.63735667665762,-96.80482482,213426.18452690807,138727.02,12887.740157999999,4139542.0,4139.54,11341.2,314.7,1615,24235,1,7,0.0496
Industrial on North Houston School Road,industrial,"Dallas County, Texas",North Houston School Road,32.63483925,-96.80482235,206920.80404044883,134498.52,12494.912508,4013366.0,4013.37,10995.5,305.2,1673,24502,1,7,0.0497
Industrial on North Houston School Road,industrial,"Dallas County, Texas",North Houston School Road,32.631903,-96.8042627,275464.1003154734,179051.67,16633.900143,5342809.0,5342.81,14637.8,406.2,1826,24439,1,8,0.0602
Industrial on Cedardale Road,industrial,"Dallas County, Texas",Cedardale Road,32.63346960369593,-96.79833396,1215129.5649406386,789834.22,73375.599038,23568242.0,23568.24,64570.5,1792.0,2005,23848,1,7,0.1755
Industrial on Danieldale Road,industrial,"Dallas County, Texas",Danieldale Road,32.63761014860795,-96.79524999,657946.1820885772,427665.02,39730.080358,12761302.0,12761.3,34962.5,970.3,1729,23166,1,6,0.1046
Industrial on Danieldale Road,industrial,"Dallas County, Texas",Danieldale Road,32.63811832937341,-96.79875987,572259.0506487152,371968.38,34555.862501999996,11099343.0,11099.34,30409.2,843.9,1724,23640,1,7,0.0943
Industrial on Danieldale Road,industrial,"Dallas County, Texas",Danieldale Road,32.636918650000005,-96.80148765,634110.9495736337,412172.12,38290.789948,12299002.0,12299.0,33695.9,935.1,1738,24028,1,7,0.1019
Commercial on Kellway Drive,commercial,"Dallas County, Texas",Kellway Drive,32.97132899974034,-96.84453812,68611.67281,44597.59,4143.116110999999,1330769.0,1330.77,3645.9,101.2,5435,79534,3,31,0.0892
Benjamin Moore Plant,warehouse,"Dallas County, Texas",West Kearney Street,32.770014760775105,-96.60745903,90248.28675433142,58661.39,5449.643131,1750425.0,1750.42,4795.7,133.1,4255,33583,1,6,0.0742
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.96943009317777,-96.71116526,51825.11320949482,33686.32,3129.459128,1005182.0,1005.18,2753.9,76.4,3525,46046,8,34,0.0588
Commercial on East Collins Boulevard,commercial,"Dallas County, Texas",East Collins Boulevard,32.96847880439951,-96.71203532,39858.33022510974,25907.91,2406.844839,773079.0,773.08,2118.0,58.8,3550,46449,8,32,0.0577
Commercial on International Parkway,commercial,"Dallas County, Texas",International Parkway,32.96896536684023,-96.71029731,61221.35288,39793.88,3696.8514519999994,1187429.0,1187.43,3253.2,90.3,3511,46236,8,34,0.0597
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.96998372,-96.71188063,41201.57983246385,26781.03,2487.9576869999996,799132.0,799.13,2189.4,60.8,3538,45818,8,34,0.0577
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.96944081230537,-96.71279754,39668.1423073924,25784.29,2395.360541,769390.0,769.39,2107.9,58.5,3563,46045,8,32,0.0579
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.96852835,-96.71395486,56679.50755880443,36841.68,3422.592072,1099337.0,1099.34,3011.9,83.6,3598,46413,8,32,0.0604
Commercial on East Collins Boulevard,commercial,"Dallas County, Texas",East Collins Boulevard,32.96851180152301,-96.7155389,39728.09156547591,25823.26,2398.980854,770553.0,770.55,2111.1,58.6,3642,46418,8,32,0.059
Commercial on Jay Ell Drive,commercial,"Dallas County, Texas",Jay Ell Drive,32.97040055,-96.71278585,39586.13909998738,25730.99,2390.408971,767799.0,767.8,2103.6,58.4,3560,45650,8,34,0.0578
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.97103010670128,-96.71075322,48337.30860329859,31419.25,2918.848325,937534.0,937.53,2568.6,71.3,3510,45355,10,35,0.0581
Commercial on Firman Drive,commercial,"Dallas County, Texas",Firman Drive,32.97050505000001,-96.70989005,21988.06150388776,14292.24,1327.749096,426473.0,426.47,1168.4,32.4,3494,45562,8,35,0.0547
Commercial on East Campbell Road,commercial,"Dallas County, Texas",East Campbell Road,32.97708771083925,-96.70796804,36426.186060027976,23677.02,2199.595158,706510.0,706.51,1935.6,53.7,3757,43375,11,37,0.0604
Commercial on East Campbell Road,commercial,"Dallas County, Texas",East Campbell Road,32.97623163322092,-96.71038952,21078.84719621658,13701.25,1272.846125,408838.0,408.84,1120.1,31.1,3791,43564,11,37,0.059
Commercial on Lawnview Drive,commercial,"Dallas County, Texas",Lawnview Drive,32.97820562587683,-96.71100719,27837.01753453525,18094.06,1680.9381740000001,539917.0,539.92,1479.2,41.1,4048,43314,11,38,0.0637
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.654231214457425,-96.70855125,243605.67639311097,158343.69,14710.128800999999,4724893.0,4724.89,12944.9,359.3,565,4846,0,0,0.0376
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.655811750000005,-96.69887065,492791.7592444004,320314.64,29757.230056,9558022.0,9558.02,26186.4,726.7,567,4662,0,0,0.0675
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.65380189715038,-96.70297984,1013922.3440895344,659049.52,61225.700408,19665695.0,19665.7,53878.6,1495.3,567,4558,0,0,0.13
Warehouse on East Cleveland Road,warehouse,"Dallas County, Texas",East Cleveland Road,32.65759665,-96.70535177,587353.7882389595,381779.96,35467.358284,11392115.0,11392.12,31211.3,866.2,566,4936,0,0,0.0788
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.9793412,-96.70456849,30933.407849236028,20106.72,1867.914288,599974.0,599.97,1643.8,45.6,3807,43107,10,39,0.0605
Commercial on North Glenville Drive,commercial,"Dallas County, Texas",North Glenville Drive,32.97683014259001,-96.70510712,51072.41292273254,33197.07,3084.007803,990583.0,990.58,2713.9,75.3,3627,43380,11,38,0.0602
Commercial on Campbell Creek Boulevard,commercial,"Dallas County, Texas",Campbell Creek Boulevard,32.97967711,-96.70250452,114655.57952430924,74526.13,6923.477477,2223821.0,2223.82,6092.7,169.1,3759,43048,10,37,0.0698
Commercial on East Campbell Road,commercial,"Dallas County, Texas",East Campbell Road,32.97606802283537,-96.70401429,37682.97531161445,24493.93,2275.486097,730886.0,730.89,2002.4,55.6,3554,43473,12,38,0.0575
Commercial on East Campbell Road,commercial,"Dallas County, Texas",East Campbell Road,32.97612795,-96.70731829,75785.36819752438,49260.49,4576.299521,1469907.0,1469.91,4027.1,111.8,3642,43520,11,37,0.0634
Commercial on North Glenville Drive,commercial,"Dallas County, Texas",North Glenville Drive,32.97701116336821,-96.70696911,22467.47522117777,14603.86,1356.698594,435772.0,435.77,1193.9,33.1,3705,43371,11,37,0.0579
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.98123727521581,-96.70072232,86510.63292410117,56231.91,5223.944439,1677931.0,1677.93,4597.1,127.6,3812,43009,10,35,0.0672
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.98026660819955,-96.70094662,54126.07403770779,35181.95,3268.4031549999995,1049811.0,1049.81,2876.2,79.8,3755,43010,10,35,0.0625
Greenway,commercial,"Dallas County, Texas",Lakeside Boulevard,32.979863238166374,-96.71195543,147149.01618904708,95646.86,8885.593294,2854053.0,2854.05,7819.3,217.0,4320,43235,11,39,0.082
Warehouse on South Jupiter Road,warehouse,"Dallas County, Texas",South Jupiter Road,32.88355830241304,-96.68019712,415904.3647742908,270337.84,25114.385336000003,8066741.0,8066.74,22100.7,613.3,3352,50954,1,7,0.0998
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.900567700050225,-96.97781932,39892.91321108886,25930.39,2408.933231,773749.0,773.75,2119.9,58.8,3384,33465,4,34,0.0552
Office on Freeport Parkway,office,"Dallas County, Texas",Freeport Parkway,32.93384858571162,-97.00996031,38705.41674,25158.52,2337.2265079999997,750717.0,750.72,2056.8,57.1,1185,14489,4,20,0.0223
Office on Freeport Parkway,office,"Dallas County, Texas",Freeport Parkway,32.938980619786584,-97.00898001,126569.2777831788,82270.03,7642.885786999999,2454895.0,2454.9,6725.7,186.7,1334,16841,1,16,0.0351
Office on Regent Boulevard,office,"Dallas County, Texas",Regent Boulevard,32.922374680478725,-96.99710988,56288.06000193578,36587.24,3398.9545959999996,1091744.0,1091.74,2991.1,83.0,1397,21351,7,26,0.0276
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.91935858944992,-97.00203225,92689.91192595044,60248.44,5597.080076,1797782.0,1797.78,4925.4,136.7,1232,16871,7,30,0.0295
Industrial on West Royal Lane,industrial,"Dallas County, Texas",West Royal Lane,32.91938486336424,-97.00039069,138231.1867812361,89850.27,8347.090083000001,2681085.0,2681.08,7345.4,203.9,1321,18131,8,29,0.0363
Industrial on Jetstar Drive,industrial,"Dallas County, Texas",Jetstar Drive,32.916786974740056,-97.000988,217832.9762372957,141591.43,13153.843846999998,4225015.0,4225.02,11575.4,321.2,1297,17443,7,30,0.0454
Industrial on West Royal Lane,industrial,"Dallas County, Texas",West Royal Lane,32.915972,-96.9996938,73041.85421,47477.21,4410.632809,1416695.0,1416.7,3881.4,107.7,1393,18450,6,30,0.0295
Industrial on West Royal Lane,industrial,"Dallas County, Texas",West Royal Lane,32.917455174829115,-96.99968055,90435.21779660098,58782.89,5460.930480999999,1754051.0,1754.05,4805.6,133.4,1387,18545,7,30,0.0315
Hilti Product Development Center,office,"Dallas County, Texas",West Royal Lane,32.91755927513354,-96.99776541,129492.38807818652,84170.05,7819.397645,2511591.0,2511.59,6881.1,191.0,1515,20198,8,29,0.0381
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.97869637949445,-96.70652642,31137.9719134168,20239.68,1880.2662719999998,603942.0,603.94,1654.6,45.9,3842,43165,11,37,0.061
Southeastern Freight Lines,warehouse,"Dallas County, Texas",West Miller Road,32.89635819931437,-96.67849192,68737.94359679741,44679.66,4150.740414,1333218.0,1333.22,3652.7,101.4,1616,54517,0,6,0.0323
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.89707621914893,-96.66993833,932323.2123012051,606010.09,56298.337361,18083026.0,18083.03,49542.5,1374.9,2100,49422,0,5,0.143
Warehouse on Wood Drive,warehouse,"Dallas County, Texas",Wood Drive,32.88598425,-96.68005895,472491.3086513068,307119.35,28531.387614999996,9164282.0,9164.28,25107.6,696.8,2472,51982,1,6,0.0935
Mazda of Mesquite,retail,"Dallas County, Texas",Lyndon B Johnson Freeway,32.837492002844094,-96.63121447,25584.472682983964,16629.91,1544.918639,496228.0,496.23,1359.5,37.7,5714,48517,2,5,0.0882
Retail on Lakeview Parkway,retail,"Dallas County, Texas",Lakeview Parkway,32.906178800998426,-96.56845513,38767.430793852975,25198.83,2340.9713070000003,751920.0,751.92,2060.1,57.2,2516,26190,3,4,0.0421
Industrial on Roy Orr Boulevard,industrial,"Dallas County, Texas",Roy Orr Boulevard,32.81463352524687,-97.03238183,508558.3746383704,330562.94,30709.297125999998,9863826.0,9863.83,27024.2,750.0,2313,29966,1,19,0.0954
Warehouse on Roy Orr Boulevard,warehouse,"Dallas County, Texas",Roy Orr Boulevard,32.80776467515779,-97.02909618,69942.52043925734,45462.64,4223.479256,1356582.0,1356.58,3716.7,103.1,1524,29614,1,18,0.0311
Warehouse on Roy Orr Boulevard,warehouse,"Dallas County, Texas",Roy Orr Boulevard,32.80640302479509,-97.02861608,215222.01398565207,139894.31,12996.181399,4174373.0,4174.37,11436.6,317.4,1368,29650,1,18,0.0462
Warehouse on West Shady Grove Road,warehouse,"Dallas County, Texas",West Shady Grove Road,32.804523,-97.02815515,402247.4767408138,261460.86,24289.713893999997,7801856.0,7801.86,21374.9,593.2,1189,29698,1,18,0.0659
Urban Towers,office,"Dallas County, Texas",West John W. Carpenter Freeway,32.87123444634094,-96.94359874,47745.47585360974,31034.56,2883.110624,926055.0,926.06,2537.1,70.4,6427,40477,12,40,0.1015
Retail on West Las Colinas Boulevard,retail,"Dallas County, Texas",West Las Colinas Boulevard,32.87472922406606,-96.9442755,33723.21683405914,21920.09,2036.3763609999999,654084.0,654.08,1792.0,49.7,5973,38708,13,41,0.0931
Retail on West John W. Carpenter Freeway,retail,"Dallas County, Texas",West John W. Carpenter Freeway,32.87477501436272,-96.94534641,20829.87593451514,13539.42,1257.812118,404009.0,404.01,1106.9,30.7,5857,39384,13,41,0.0898
Retail on Canton Street,retail,"Dallas County, Texas",Canton Street,32.78173249151958,-96.78806346,26718.89593183536,17367.28,1613.4203119999997,518231.0,518.23,1419.8,39.4,11945,88008,36,119,0.1812
Office on Bowie Street,office,"Dallas County, Texas",Bowie Street,32.64644765423492,-96.88316464,29935.41516035961,19458.02,1807.650058,580617.0,580.62,1590.7,44.1,5887,30765,3,9,0.0913
Industrial on West Spinner Road,industrial,"Dallas County, Texas",West Spinner Road,32.59940185210039,-96.87140645,34010.830823486845,22107.04,2053.744016,659663.0,659.66,1807.3,50.2,3406,26912,0,1,0.0548
Industrial on North Westmoreland Road,industrial,"Dallas County, Texas",North Westmoreland Road,32.60034073324521,-96.87143084,34011.62640047226,22107.56,2053.792324,659678.0,659.68,1807.3,50.2,3373,26951,0,2,0.0544
Retail on West Pleasant Run Road,retail,"Dallas County, Texas",West Pleasant Run Road,32.60398902989164,-96.76719136,22502.7135529272,14626.76,1358.826004,436455.0,436.46,1195.8,33.2,3483,13826,1,3,0.0546
Commercial on Unknown,commercial,"Dallas County, Texas",Unknown,32.87777786268185,-96.64589939,49591.69802130111,32234.6,2994.5943399999996,961864.0,961.86,2635.2,73.1,4615,43754,0,4,0.0747
Commercial on Lakeshore Drive,commercial,"Dallas County, Texas",Lakeshore Drive,32.93762481257587,-96.99702392,137206.41548815212,89184.17,8285.209393,2661209.0,2661.21,7291.0,202.3,1662,24492,3,16,0.0412
Commercial on South Belt Line Road,commercial,"Dallas County, Texas",South Belt Line Road,32.937627940871536,-96.99501951,108906.51497024873,70789.23,6576.319466999999,2112314.0,2112.31,5787.2,160.6,1705,25737,3,16,0.0385
Retail on North Town East Boulevard,retail,"Dallas County, Texas",North Town East Boulevard,32.813132569204726,-96.63089833,178585.44278388642,116080.54,10783.882166,3463783.0,3463.78,9489.8,263.4,6063,43575,0,7,0.1118
Retail on North Town East Boulevard,retail,"Dallas County, Texas",North Town East Boulevard,32.810268981607194,-96.61199555,33059.65129092837,21488.77,1996.306733,641214.0,641.21,1756.8,48.8,5412,36528,0,7,0.0846
Retail on Poteet Drive,retail,"Dallas County, Texas",Poteet Drive,32.80872046146642,-96.61237038,37548.8116162192,24406.73,2267.385217,728284.0,728.28,1995.3,55.4,5460,35982,0,7,0.0859
Retail on North Galloway Avenue,retail,"Dallas County, Texas",North Galloway Avenue,32.80565231196159,-96.61180476,21421.329269236616,13923.86,1293.526594,415481.0,415.48,1138.3,31.6,5499,34736,1,7,0.0845
Retail on North Town East Boulevard,retail,"Dallas County, Texas",North Town East Boulevard,32.80963460110381,-96.61398909,38806.58320533119,25224.28,2343.335612,752679.0,752.68,2062.1,57.2,5560,36833,0,7,0.0875
Retail on Independence Drive,retail,"Dallas County, Texas",Independence Drive,32.80886713979404,-96.61343322,66957.74787128945,43522.54,4043.243966,1298690.0,1298.69,3558.1,98.7,5527,36346,0,7,0.0904
Target,retail,"Dallas County, Texas",North Town East Boulevard,32.81397148908364,-96.62129198,182906.8184,118889.43,11044.828046999999,3547599.0,3547.6,9719.4,269.7,6107,41003,0,7,0.1129
Retail on North Town East Boulevard,retail,"Dallas County, Texas",North Town East Boulevard,32.80716320269696,-96.6178516,27203.890915206048,17682.53,1642.707037,527638.0,527.64,1445.6,40.1,5756,37176,2,7,0.0891
Retail on North Town East Boulevard,retail,"Dallas County, Texas",North Town East Boulevard,32.80714814949963,-96.61703398,31504.44415348574,20477.89,1902.395981,611050.0,611.05,1674.1,46.5,5706,36874,2,7,0.0888
